"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"ETH","76.8488271777779","6.25495545089831","70.5938717268796","74.3","71633249861.6793","107645054311.876","6.05661779202561","623.095140151288","936.340461064749","3.39527006613719","2296.82735215213","2422.95778889544","264051501935.811","278551908869.177","18.2438917174829","76.44","52799277","3476000000","14135000000","16.3602500018035","0.468648105895907","504476508.123225","14.3979916844031","14.8135863178146","39.9176363563044","22650860","39.429316347028","23239887","40.4053647944989","45890745","13.1000557246513","13.4230404019971","11.9312689379737","12.1687380746872","11.1974972021045","11.3761423068568","56.5454698578127","32600197","56.7485508492143","32406504","56.3426412458196","65006698","10.1244599607275","10.311212360694","8.3598291760571","8.50140484955405","6.54091681569164","6.53956185176044","5.54049987303024","5.37433605308776","4.33170211828179","4.25183861385975","3.53932654290544","3.60151945078341","2.89129856401967","2.72579150087101","2.2913707839476","2.0150656759886","1.93164981244891","1.64576858236375","3.53689378588288","2195691","3.82213280375766","1870444","3.25199395968154","4066140","1.44924304505453","1.27918547673911","1.12897774474545","0.938636487908279","0.697560808838126","0.591491169498461","0.546351205119566","0.442680825535689","2.54138646419898","57446748","49.9695177384999","57516835","50.0304822615002","114963583","6","38.7568555758684","800464","151336","90022234","78.305","1.94296408034957","6","5.68875797825473","2.79","24941349","21.695","4.73159302240401"
"FRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.385475452201148",NA,NA,NA,NA,"48865",NA,NA,NA,NA,"28147","57.602","0.085303008549207",NA,"6016.57628159214",NA,"20718","42.398","0.794731843302888"
"FJI","53.4418305307553","8.92637070712603","44.5154598236293","53.45","3413841317.66288","4376014755.57615","-19.0487564856799","3808.20365540165","4881.52606919802","-19.6347301986664","10997.4734903847","11601.4005261348","9858619125.6144","10400005893.2504","-1.26433495591986","56.14","357260","822000000","1719000000","58.0665318086993","7.1409334759996","312488302.595619","9.82627603260206","10.1132554215912","29.0112611482021","126944","28.6927079330781","133123","29.3210841860895","260070","9.6897560269966","9.88507063596598","9.17667587347941","9.32275812853235","8.25833020663342","8.5175037113066","65.1713155854514","286569","64.7721878913084","297658","65.5608367950169","584224","7.96133138649175","8.07456973071553","7.79181151198166","7.83867599962997","7.35309407674956","7.55586782902881","7.511764679291","7.68317555691625","6.23516701098037","6.4878484993987","5.44294413076989","5.59449184834082","5.29060227021016","5.28481249642085","4.94139132871938","4.88394733248462","3.98575128948118","3.63994379077482","5.81742326634651","28913","6.53510417561355","23237","5.11807901889352","52150","2.75300276204382","2.37413494619156","1.91896497945419","1.52571043438806","1.11905719826592","0.719134483654833","0.744079235849611","0.499099154659067","0.726492630179755","442426","49.3534453909","454018","50.6465546091","896444","6","19.6078431372549","14","516","383257","42.753","-0.429336620743178","7","265.493438519305","4.79","513187","57.247","1.59848468945153"
"FIN","62.3893444139152","36.626081451907","25.7632629620082","54.78","264721217422.857","271233883403.892","-2.7735767057801","47863.7980745102","49041.3422565659","-2.93377728647859","47260.800458441","51089.7853321567","261386207050.708","282563246442.481","1.65662238769804","59.43","2765434","66060000000","67731000000","49.3268017701067","0.295140722092328","800521642.03731","4.58894880625799","4.95021603670904","15.8651222223827","428531","15.2869766607129","448923","16.4593036320371","877455","5.29513814704349","5.7035081902177","5.40288970741143","5.80557940511037","5.14337438290332","5.55759283210475","61.5803902741882","1677154","59.8290360900071","1728683","63.3803322053897","3405838","5.4340472141272","5.87936053426907","6.24606525200903","6.72268323228686","5.99908414734545","6.54950252634491","6.20892550400383","6.76261141279883","6.00033044761408","6.47575799496854","5.48222562165457","5.86113483867332","6.22370306433188","6.44948078726222","6.60873863018069","6.73230844903722","6.48254182583702","6.38989959764398","22.5544875034292","697559","24.88398724928","549869","20.1603641625732","1247425","6.59730827628839","6.23640849859062","6.77000988494156","6.12935998530233","4.45623563193833","3.66859829761756","7.06043345611171","4.1259973810627","0.164906516324292","2803244","50.6849834263357","2727475","49.3150165736643","5530719","6","46","23483",NA,"801014","14.483","-0.324187370163056","6","81633.1475166249","7.83","4729705","85.517","0.247975929848918"
"FRA","62.3564056470275","33.6945644428497","28.6618412041778","49.46","2730750828276","2603004395901.95","-8.11490709749263","40520.6517970746","38625.0673845578","-8.30941150626434","42025.6173730617","46226.9505356869","2832172839297.31","3115307327635.69","2.24701684569754","54.12","30033626","488345000000","582351000000","41.1330845881649","0.940515460295337","24481658775.6251","5.25337651940516","5.85777193752484","17.6536558604914","5814855","16.7202380858724","6082224","18.6489842492029","11897078","5.6749644055422","6.31834397805959","5.79189716092507","6.4728683336185","5.64607855934855","6.28678888461703","61.5928887293959","21018969","60.4386842695965","20489451","62.8236395387727","41508422","5.4270567516628","5.91642806978779","5.49792059016664","5.76802606080972","5.96593364205663","6.11585385445878","6.1576578797783","6.31656488872224","5.93675982802323","6.15286334457083","6.57021188822086","6.86671186144503","6.58160888344567","6.79482652217","6.50880645731959","6.58202591107497","6.14664978957418","6.02355014111629","20.7534554101127","7943520","22.8410776445311","6042563","18.5273762120244","13986082","5.95436445987609","5.65336027081412","5.62997907898801","5.15111575334541","3.628641186342","3.1080405815976","7.62809291932504","4.61485960626727","0.211906588145578","34777344","51.6048791736532","32614238","48.3951208263468","67391582","5","39.5147313691508","436100","49","12821248","19.025","-1.17657091084098","7","36220.1023860814","8.62","54570334","80.975","0.540944063384709"
"PYF","45.5430975523823","13.1986901825869","32.3444073697954","45.71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53.03","115859","71000000","1700000000",NA,NA,"581560111.75","7.07572686684506","7.22756061042731","22.2232901875347","30460","21.9700958577065","31964","22.4685613063313","62426","6.78577353346364","7.12352647598428","8.10859545739778","8.11747421991972","7.25316099622772","7.93471155130359","68.7082603557036","95083","68.5811761141926","97925","68.834747400904","193004","7.68304205765888","7.59589768102291","6.75547990161782","6.7172310049838","8.30261895660077","7.84192435031386","7.62750373260821","7.1172000759168","6.67613943725972","6.78893020574859","7.43636534120006","7.28520114437548","6.50519680041546","6.98223687447719","5.98371356649813","5.90534299632366","4.3579553241058","4.6660715164381","9.06844945676164","13100","9.44872802810095","12372","8.6966912927647","25474","3.71746139365132","3.66087683904935","2.08593293566931","2.10106775574472","1.84574771174888","1.67509015120096","1.79958598703144","1.25965654676967","0.578020813572585","138643","49.3560077464187","142261","50.6439922535813","280904","5",NA,NA,NA,"106814","38.025","0.373306253531357",NA,"1228.17759804061","13.81","174090","61.975","0.7038324646363"
"GAB","68.8981501647072","5.96011664958002","62.9380335151272","41.39","19674901724.7247","15593181270.9135","-1.32393655297315","8839.76017048115","7005.87909704756","-3.68030389534808","14399.8688094117","15190.6386251211","32050191205.4343","33810229725.8134","-8.00338444966013","52.04","726653","4903000000","2937000000","50.2783868396646","0.113735339606159","17734957.6738774","14.5024952556287","14.2897496058627","37.2638868795642","410857","37.5941782858774","418539","36.9455375538242","829393","12.6780397374263","12.4530610299297","10.4136432928224","10.2027269180318","8.79598197047418","8.5846013696381","59.2072997042773","638284","58.40417102063","679504","59.9816039842733","1317793","8.15437095218662","7.97013560441151","8.49969895889188","8.39605103570275","8.50134599231019","8.46560986676129","6.9890033068771","7.49196277719812","5.33080666206717","6.23072346480659","4.28100586160893","4.99040476530956","3.4106402018897","3.66101898391143","2.54411762014651","2.43632453961411","1.89719949417774","1.75477157691989","3.52881341615845","43733","4.00165069349257","34811","3.07285846190242","78542","1.47537593537773","1.28577910304417","1.09317268047369","0.893583815743247","0.784902925680362","0.533608037752438","0.648199151960793","0.359887505362562","2.41695722640636","1092874","49.1018668947868","1132854","50.8981331052132","2225728","5","14.7887323943662","482","459","220525","9.908","-1.06448762315898","7","44.0305374241596","20.47","2005203","90.092","2.80733782323181"
"GMB","86.8510334291043","4.72999093835919","82.1210424907451","51.7","1913886426.74237","1901930157.64528","0","791.953878049397","787.006450894821","-2.85385142493951","2159.44190927585","2278.02781469168","5218645522.23822","5505227810.76404","7.14830001748258","57.22","775068","100000000","695000000","41.799642158483","15.6428530931769","297516140.495279","16.6415734358735","17.2535751831395","43.950017131025","526078","43.1875572601804","536052","44.725415922706","1062124","14.3376208005096","14.864251505999","12.2083630237972","12.6075892335675","10.5329178310254","10.7408179952275","53.5185635759649","660589","54.2300291267556","632772","52.795234201612","1293364","9.44329148756613","9.44081966392445","8.37977086076623","8.25337493950974","6.72238622668957","6.54946852003271","5.25176418821072","4.90371618802877","4.20556527906847","3.87905284763129","3.26937159106955","3.04712400086772","2.86448670250319","2.55619336859846","2.16940147308484","1.99868172943748","1.39107348677146","1.42598494835383","2.53141929301005","31457","2.58241361306402","29716","2.47934987568208","61176","1.05744571160243","1.03158843259299","0.799015535364216","0.77377475929047","0.46473101260627","0.445542076192701","0.261221353491106","0.228444607605921","2.89536550569189","1218124","50.4051866539991","1198540","49.5948133460009","2416664","6","8.62068965517241","4383","10601","904267","37.418","1.17052900671064","6","28.9655492033646","9.64","1512397","62.582","3.9410443243687"
"GEO","54.9756186715159","23.63891431943","31.3367043520859","56.17","17376552815.6022","15891688903.1843","-6.15967292756974","4678.66257824508","4278.86077091661","-6.00400511521291","14089.3023335327","14863.0173692196","52327668866.7403","55201246509.2815","6.89850393099201","63.87","1892477","3342000000","8011000000","71.4398580866074","13.2752331715182","2109658756.79","6.23037546912088","7.2720406348111","20.2204119306111","360460","18.542942640334","390524","22.062489118869","750986","6.56333395276127","7.77282249831293","5.7492332184518","7.01762598574499","4.89509317281848","6.06913324921222","64.5262782931875","1227349","63.1378271872671","1169159","66.0511869440104","2396506","5.27896288604888","6.47955241536124","6.31548295264058","7.12282120967144","6.97263533383015","7.57405612270392","6.69916109021872","7.13307774400427","6.49508512664108","6.75006193368809","6.29469699436959","6.44678410310815","6.25451400130655","6.06077022891007","7.24816901570346","6.65175699692883","6.68402661368961","5.76317294042216","15.2533097762014","356111","18.3192301723989","210397","11.8863239371206","566508","5.90848047939891","4.59503257633097","4.41040677258246","3.06638817984386","3.04250872148157","1.83428911960539","4.95783419893599","2.39061406134039","-0.165748398790001","1943920","52.340346061529","1770080","47.659653938471","3714000","6","20.6666666666667","1800","7358","1505916","40.547","-1.18157078901631","6","3505.65428109855","12.05","2208084","59.453","0.533010073479484"
"DEU","55.3833620674384","33.6986885103483","21.6846735570901","57.96","3751241122769.96","3806060140124.52","-4.89654544989574","45065.0824555703","45723.6441039328","-5.06513822443405","50922.3580234484","53694.3547123431","4238803816109.81","4469546275791.66","1.58724606055591","60.57","43382544","1380000000000","1170787000000","67.0190933955275","0.470271043546527","17898798738.972","4.66468658895053","5.02788167571637","13.9555954528852","5623807","13.360357952885","5992904","14.5645184528236","11616711","4.3709368246825","4.75745903549001","4.32473453925193","4.77917774161723","4.64678158066055","5.19177520929094","64.3569551788337","26336733","62.5676140648868","27234337","66.1874394118724","53571067","5.12400457382563","5.75261039169222","5.43364131552576","6.08895938568151","6.18159671982892","6.81584427781873","6.26816906349726","6.6990075384313","5.91923854668357","6.16140497307907","6.0800885875422","6.29629998963442","7.85565834846148","8.09576058824349","8.05788156231181","8.19300099423142","7.00055376654956","6.89277606376931","21.6874493682811","10132696","24.0720279822283","7920048","19.248042135304","18052747","5.9770486400195","5.53188604254051","4.82134006973276","4.32470506323041","4.73401007939146","3.94023446689365","8.53962919308458","5.45121656263942","0.177430343551393","42093236","50.5682013421545","41147289","49.4317986578455","83240525","4","31.1706629055007","1210636","76","18768241","22.547","-0.163499076661776","9","97424.2533910015","4.31","64472284","77.453","0.276895619755864"
"GHA","67.4242790796816","5.25770711793408","62.1665719617475","63.21","57430579781.1731","72354428864.9032","0.414443468055197","1848.25029559229","2328.53464211079","-1.70251701084882","5304.98352460298","5596.30707064456","164841461285.895","173893741809.25","14.9419030608984","66.21","12934257","14481000000","12352000000","37.0854976273827","4.92671983722771","3564700000","13.3154942920245","13.5181595884546","37.1311565625911","5647100","36.8538791430838","5890642","37.4009039619622","11537744","12.421612658558","12.6036706415029","11.1167721925014","11.2790737320047","10.010614146914","10.1773276303065","59.7284936668368","9148330","59.7034669442808","9411070","59.7528291906558","18559402","9.12282794705405","9.28539741494587","8.09044161612264","8.24483226951316","7.22807481015726","7.355606816229","6.16912048113985","6.21628610897055","5.24302572103302","5.22239398237422","4.56318256293535","4.48332091957593","3.88750309503146","3.76876214404839","3.13134954596851","2.95812082273783","2.25732701792462","2.04078108195435","3.14034977057208","527516","3.44265391263534","448287","2.84626684738202","975799","1.46163146434113","1.26850801704813","1.04687440652731","0.875758785762462","0.578374419644891","0.443314313861226","0.355773622122012","0.258685730710205","2.13076347294538","15322946","49.312821813317","15749999","50.687178186683","31072945","6","13.0909090909091","12411","13877","13252922","42.651","0.636743317942403","7","59.4085948403024","4.53","17820023","57.349","3.2565353358403"
"GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.0445123677542554",NA,NA,NA,NA,"33691","6",NA,NA,NA,"0","0",NA,"4","22468.9086106082",NA,"33691","100","-0.0445123677542554"
"GRC","56.1044189636684","34.786921465363","21.3174974983054","42.7","231211629508.46","189410106620.016","-8.24773611483073","21577.2079907861","17676.1924769339","-8.1960783408782","27287.0834009302","28463.7886828947","292396079249.754","305005122357.204","-1.45957899600209","51.35","4751026","35094000000","55513000000","47.8364125425317","0.322782131588945","611381979.592981","3.73611092792285","4.12787690589946","13.6559208078554","708554","12.9863035896315","754753","14.3505858096034","1463307","4.2977786905787","4.7612057173172","4.95241397112995","5.46150318638672","4.84723669409466","5.26530808514598","64.0596892235232","3417075","62.6278114948853","3447275","65.5451925065473","6864347","4.87949457626672","5.28653632863979","4.72979313125679","5.41025046590717","5.41928652046359","6.06349785938771","6.81551393099602","7.369054381443","7.23269954382983","7.75255061450487","7.47715851772017","7.7625001319435","7.60159254451004","7.68026512238688","6.90878292442574","6.69854682313277","6.71625311132173","6.25668269405566","22.2843899686215","1330533","24.3858849154832","1057359","20.1042216838493","2387895","5.87735975263932","5.25250467861886","5.5922769504996","4.938967822596","4.21191468996068","3.57875736977763","8.70433352238362","6.33399181285681","-0.0562855184238398","5456162","50.9181760128699","5259387","49.0818239871301","10715549","6","21.6666666666667","103136","95","2173649","20.285","-1.65544237033765","6","8893.61804980781","16.85","8541900","79.715","0.354765215767831"
"GRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"788000000","903000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.252238303411568",NA,NA,NA,NA,"56367",NA,NA,NA,NA,"7169","12.718","-1.53646873378594",NA,"4115.88340695797",NA,"49198","87.282","0.515575355211467"
"GRD","50.5331317644855","14.741728765034","35.7914029994515",NA,"917334721.351219","1089203703.7037","-11.2307582271741","8152.70950996027","9680.17582544907","-11.6386333237938","15065.8719536331","15893.2153791848","1695196846.35084","1788288701.25049","1.2879314746782",NA,NA,"19000000","370000000","35.7141642722342","4.44874895226334","48455938.356532","7.88140296850661","8.13538982811563","23.7764723656497","13044","23.3541618176284","13710","24.1944022870857","26753","7.97450450289152","8.23244979352698","7.49825434623028","7.82656266544312","6.58514314360912","6.76949140578124","66.4308630235596","36810","65.9051438597748","37937","66.9484346874669","74747","7.68624782912288","7.77538559277168","8.49909584086799","8.54657113613101","8.16070757166132","8.44774644407581","7.91900166508513","7.83891575195002","5.84570211089825","5.8165390181061","5.39988899432439","5.81300956481841","5.12953646178361","5.38594571700844","5.51626591230552","5.55359474817351","5.16355433011656","5.00123530865069","9.79266461079068","5999","10.7406943225968","5019","8.85716302544736","11019","3.42864304513634","3.42886386898669","2.62116627575958","2.34532170966717","2.06792831181852","1.48237038082801","2.62295668988237","1.60060706596548","0.460536799472609","55853","49.6387276815471","56666","50.3612723184529","112519","7","46.6666666666667","5","70","71408","63.463","0.238352397520398","5","577.680214008301",NA,"41111","36.537","0.847638662924855"
"GUM","52.4261498586665","16.0569307601304","36.3692190985361","57.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62.51","80332","39000000","600000000",NA,NA,NA,"7.87991822388006","8.1677237491191","23.860168863872","19585","23.4149898975407","20685","24.2952783650458","40272","7.81535812919192","8.1019497298567","7.71971354446875","8.02560488607","8.06403404947216","8.3697439511393","65.6056880462154","54231","64.836268426527","56497","66.3577636833451","110731","7.87752710926198","8.50129198966408","7.69221572636084","7.95160911439981","6.96173021053764","6.92389006342495","6.01843549370539","5.97016678412027","5.70280836411893","5.74348132487667","6.097342276102","6.07939863753817","5.92279090898222","6.19097956307258","5.77932403189747","5.99600657740193","4.72006025608837","4.6311956777073","10.5341430899126","9827","11.7487416759322","7958","9.34695795160911","17780","3.96446803677534","3.66925064599483","3.14909795201033","2.72374911909796","1.87224274595603","1.48226450552032","2.76293294119054","1.47169368099601","0.885514507508963","83643","49.5565311672384","85140","50.4434688327616","168783","8",NA,NA,NA,"8544","5.062","-0.664919335150344",NA,"1042.75904563848","7.51","160239","94.938","0.968863106475954"
"GTM","62.2967491904336","8.1830680411204","54.1136811493132","54.4","55020023100.3896","77604632170.5853","-1.51932802919289","3263.6692548658","4603.33961670975","-3.00490339698756","8393.28464317623","8854.20246390959","141496787478.451","149267093586.008","2.64518808690271","57.05","6410911","11567000000","18204000000","38.3624007579333","14.6935072959756","11402842290","11.1137884996553","11.9553298820712","33.342431565664","2749503","32.1499202615009","2871477","34.5702766330403","5620978","10.6671560786219","11.4715361507375","10.3689756832237","11.1434106002316","10.4959499180169","11.2343010605171","61.6155290192306","5330363","62.3278998483571","5056986","60.8820396349473","10387351","9.78522429217366","10.3450518170785","8.84668224246622","9.13817876271835","7.5630541506601","7.55367357534613","6.71570468829806","6.4298968099295","5.60388792026106","5.06504451230862","4.4784054676822","3.83558195554173","3.55916262142599","2.95037707136051","2.88217209123924","2.35599220537551","2.3976564561337","1.97394186477135","5.04203941510534","472264","5.52217989014198","377740","4.54768373201237","850004","1.98218443656779","1.66022646825818","1.35149438991741","1.11701350917951","0.979671138932479","0.816122243420808","1.2088299247243","0.954321511153878","1.51998785357799","8552130","50.729390814145","8306203","49.270609185855","16858333","6","19.375","462","24559","8119648","48.164","0.699106193921193","5","106.653487032199","4.65","8738685","51.836","2.28880632653613"
"GIN","85.189563902904","5.46738790164055","79.7221760012635","56.98","12607200647.3579","15681050917.1588","6.98855997075241","959.978704251001","1194.03786469464","4.04316299018761","2670.82335507161","2817.49180880792","35075367590.8976","37001533886.7782","12.9596829258055","59.58","4456144","4900000000","3255000000","52.0054430221669","0.963798968381792","151133806.971","15.3817992264392","16.6418079359268","43.0489549254367","2807031","41.4043363888914","2846499","44.8039376481332","5653530","13.6676461798837","14.7784104914127","12.3548909825685","13.3837192207937","11.0365897009805","12.0146054749439","53.9987260899146","3731155","55.0353725124853","3360388","52.8925583411535","7091540","9.51793612503942","10.3844907963409","7.82319437343851","8.34749672371583","6.34246362373476","6.27157759339574","5.17403936952822","4.59057544551326","4.19252995549267","3.39899333158514","3.43013512090316","2.60827792585634","2.90992421629847","2.13499140752568","2.51028164372958","1.75370527828819","2.09827838334003","1.38784436398848","2.95231898464874","241372","3.56029109862324","146347","2.30350401071328","387722","1.63313006541134","1.05462824130199","0.979591884898691","0.620534360925475","0.5941242777184","0.395625283123524","0.353444870594809","0.232716125362296","2.79160707922075","6779558","51.6231278162328","6353234","48.3768721837672","13132792","6","16.6666666666667","6034","26836","8290075","63.125","2.19930844151787","7","6.77692907951333","4.35","4842717","36.875","3.81375694891337"
"GNB","81.202104082668","5.22908554534247","75.9730185373256","67.15","1161500096.47564","1431758242.90375","-2.39999999921721","590.193738243452","727.520171719562","-4.73491375422959","1847.46582390878","1948.91954049728","3635809046.52082","3835469757.85956","0.102519750040116","69.35","792581","171000000","343000000","35.8999155442301","8.58991073386371","122986754.990168","15.0371579513838","15.9907343447302","41.9272144678788","409750","40.7588557877575","415377","43.1473104150328","825127","13.693682402221","14.498361370943","12.0280154341527","12.6582146993596","10.3063454500782","10.7657149980004","55.1870146407446","560592","55.763486232509","525487","54.5849931702149","1086079","9.08760841258805","9.31063317042261","8.21513513836127","8.18597790577493","7.15316675668928","6.95900570793449","6.00863620221963","5.73348776092116","4.593739399962","4.33688759160482","3.58767456179878","3.38383392455554","2.69829096302309","2.49040454141758","2.23305809293318","1.93602335111328","1.8798312548555","1.48302421847002","2.88577089137658","34961","3.47765797973347","21831","2.26769641475234","56792","1.61990961928891","1.13805514726886","0.960108544389104","0.618783726933244","0.570673717277279","0.341852819428791","0.326966098778179","0.169004721121435","2.42141061795942","1005303","51.0825214253267","962695","48.9174785746734","1967998","6","13.7254901960784","1861","1643","1098222","55.804","1.67342450884034","6","3.04878358616218","3.16","869776","44.196","3.37391766359201"
"GUY","53.2130446300567","10.7241086455152","42.4889359845415","43.22","6875438717.59033","5471256594.72422","43.4795146332261","8741.16082530405","6955.93921717789","42.7892593779025","18679.9802308198","19705.7926684251","14692906570.3734","15499768575.4838","-26.2960191921436","51.34","291832","2465000000","2028000000","82.1200746521827","6.60239654977887","361234056.639621","9.19567274494259","9.58364197608893","27.7319236363267","106390","27.209022787141","111737","28.2485861422984","218128","9.15577606710826","9.59779951409307","8.85757397509015","9.06714465211643","9.49796680391806","9.53459621943173","65.2685391429937","254512","65.090918390834","258862","65.4437250504994","513376","9.47213626249968","10.2030342637701","8.46653538272678","8.79941549593097","5.61443441344211","5.58236779766856","6.28781872586379","6.19114193184662","5.80675686043835","5.71231377149228","5.83693511674893","5.66352082801372","5.43362062351346","5.44256210987766","4.76586276565817","4.53243466675431","3.90885143602465","3.78233796571348","6.99953722067962","30108","7.70005882202501","24950","6.30768880720214","55055","2.97665021354953","2.39464642812901","1.99099767269379","1.83011460021388","1.13500933479962","0.879284235328619","1.59740160098207","1.20364354353064","0.482243720375381","391010","49.7114647470819","395549","50.2885352529181","786559","6","35.7142857142857","33","277","575871","73.214","0.349821314864056","5","61.0253013442094","15.82","210688","26.786","0.845089549856879"
"HTI","60.3812315189384","8.29919308184673","52.0820384370917","55.22","13549581658.1937","13417997065.1099","-3.37375049597422","1188.29576359864","1176.75581952799","-4.55549818294294","2773.08136431323","2925.36532387067","31620151768.2666","33356574642.491","15.0858068966352","64.58","4972457","721000000","2971000000","27.515284003155","23.1817284953812","3110523649.152","10.7196427755256","11.4418073934785","32.4738952625242","1819538","31.5012167404652","1883310","33.4724679615637","3702847","10.5308298627029","11.1894100093398","10.2507441022367","10.8412505587454","9.84552174412855","10.2333533874409","62.35143645339","3628529","62.8198358473763","3481109","61.870488381207","7109643","9.28609467168782","9.39891885551179","8.59273612174883","8.58330615512993","7.97880849460742","7.90794187093271","7.31136713983582","7.17230862471774","5.62280214567368","5.37529470207209","4.36724648239431","4.03478573059898","3.82876784425722","3.60078166586539","3.3318917578818","3.08226597789546","2.65459944516081","2.48153141104196","5.17466828408577","328021","5.67894741215854","262026","4.65704365722939","590043","2.14011628631697","1.90818536393762","1.45165724621924","1.19014759763936","1.06355720342211","0.852598754631033","1.02361667620022","0.706111941021373","1.23054925437201","5776088","50.6561831480777","5626445","49.3438168519223","11402533","6",NA,"5","25659","4893055","42.912","-0.835951275937381","7","7.62988364076649","14.5","6509478","57.088","2.81250810580906"
