"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"HND","55.1864324243274","7.71773220483289","47.4687002194945","54.34","19913659065.4369","23827840809.7014","-8.96476018404584","2010.54489641962","2405.73284775141","-10.4215011539207","5138.38539820015","5420.56019632902","50893693122.0963","53688523885.042","4.63418667466125","59.97","4122919","7733000000","9871000000","73.8799631095092","23.4011971312556","5576000000","10.0205257431401","10.516056158161","30.5881798237931","1482015","29.9050916434477","1547625","31.2722272514185","3029639","9.76353020181899","10.2067740579687","10.1210356984887","10.5493970352888","10.292736001653","10.7278818641794","64.4386193212916","3202242","64.6169846286963","3180152","64.2600345936858","6382393","10.0662506093958","10.4240757504728","8.87322710205241","9.112243578345","7.85858303764855","7.96374129095876","6.95998650450549","6.91980811820048","5.9460688722222","5.76417290376812","4.87181701659171","4.57414606941369","4.01854177630411","3.67774122629767","3.18320537366054","2.85125119218894","2.54656833466243","2.24497259986098","4.97320085491529","271471","5.47792372785593","221103","4.46773815489565","492576","1.97882127509823","1.7117206317389","1.34182102003984","1.13629750569826","0.919663064639544","0.747724737718433","1.23761836807831","0.871995279740063","1.61313593312324","4955728","50.0345697679302","4948880","49.9654302320698","9904608","6","21.09375","85","34473","4124378","41.641","0.113900188452713","5","99.4486606638041","9.39","5780230","58.359","2.69679808112954"
"HKG","44.6533292809211","26.3222348280084","18.3310944529128","54.9","266259032492.164","346585881503.635","-6.08146778412127","35587.5634863488","46323.8634424384","-5.76011270583443","56153.9714986058","59237.6708212188","420132783958.269","443204405550.195","0.635094957307871","58.28","3807825","548773000000","569769000000","322.731553618772","0.132155114526435","458030968.633584","4.28938102521811","5.48102635546591","12.6724344105981","449025","11.0895068224804","499101","14.5396093690492","948126","3.47635706507889","4.66862189526541","3.32376873218345","4.38996111831788","3.17946172376755","4.00626107302279","69.1308007850093","2872396","70.9390824785413","2299828","66.9976677968152","5172228","4.5707488831303","5.49169599606473","6.55299234322541","6.61131051677692","7.6151954417224","6.61020575834979","8.73026592417363","6.73344446815476","8.37680617905111","6.56133473424454","8.1401722614079","6.78248992780113","7.97757732809967","7.12877354952487","8.47847422511696","8.5771409200777","7.31738816884635","8.49501085279792","18.1967648043926","727681","17.9714106989783","633770","18.4627228341356","1361446","5.81814802966095","6.50441060265735","4.33948796767917","4.88593950691724","2.26008682574368","2.59496125495906","5.5536878758945","4.47741146960199","-0.341579602527262","4049102","54.1193610020451","3432698","45.8806389979549","7481800","6",NA,"266","20","0","0",NA,"6","70622.0428239194","5.8","7481800","100","-0.341579602527262"
"HUN","52.8392101830071","30.8171311994266","22.0220789835804","54.25","163260617185.897","155012927629.087","-4.95674851669689","16745.0857201244","15899.1482797158","-4.7483501556075","31007.7684065437","33084.0962334341","302318393122.688","322562097345.176","5.70120233164475","56.71","4732423","120365000000","115480000000","152.145374974355","2.35451596674209","3649804131.54121","4.42685214049137","5.1552229873379","14.4086586501878","684060","13.3895436286636","720750","15.5305626789797","1404810","4.3077307231717","4.98803032780896","4.65496076500051","5.3873093638328","4.66440355728555","5.4309560427707","65.4282334047697","3205298","62.7393145322993","3173801","68.3883871562634","6379098","4.985735062115","5.77523634883243","6.12064806792173","7.04427386888337","5.91000268270124","6.80679418079076","6.31772190858192","7.07156663523468","7.99956618468917","8.91072938450136","7.60778907883783","8.44701332321942","6.51291904366244","6.92568625540636","5.73090570601466","5.72245583573713","6.88962324048975","6.25367528088715","20.1631079450426","1219556","23.8711418390371","746297","16.081050164757","1965855","7.53110096241413","6.2824251112588","5.63051183490048","4.14830476038038","4.65371621287926","2.94089887366776","6.05581282884327","2.70942141945002","-0.219026829355275","5108915","52.4003995714441","4640848","47.5996004285559","9749763","4","12.0603015075377","5898","4617","2735589","28.058","-1.27550312737703","8","32814.3361023237","4.35","7014174","71.942","0.196052610816182"
"ISL","53.9555559290273","24.0509732907015","29.9045826383258","69.43","17452945287.5673","21714670569.6033","-6.6491054127991","47630.3344137744","59260.8871381682","-8.14251591718656","52279.7288513646","55216.0261783821","19156599644.3613","20232532392.4137","3.44617707484487","73.09","215798","4586000000","5698000000","47.359686931635","0.765854865784682","166302861.146421","5.86299272866437","6.11475744581547","19.4242812306773","34713","19.03382495805","36460","19.8098071818208","71175","6.55774382525244","6.70517196114466","6.61308840413318","6.98987777486071","6.24510583178781","6.35220676176308","64.9537133362443","117799","64.5918337307545","120205","65.3108135701992","238007","6.41172834054579","6.62116040955631","7.30136300744797","7.67655552638488","6.74497335806176","6.91345059945743","6.78500986193294","7.02488258802252","6.37875710206365","6.40704763571658","6.14383702787836","6.25127621714652","6.15561247019341","5.99224059974913","6.401719214578","6.13284326594907","6.02372751626483","5.93914996645372","15.6220054330785","29863","16.3743413111955","27385","14.8793792479799","57243","5.01692719832789","5.01969020740352","4.07253672466072","4.09789679414253","2.93208513644794","2.62186050581955","4.35279225175896","3.13993174061434","1.61271631750822","182375","49.7714285714286","184050","50.2285714285714","366425","7","38.0952380952381","1510","10","22359","6.102","0.90754509145276","7","75521.5937777171","5.01","344066","93.898","1.65871413643107"
"IND","48.6646203053887","9.77304664014027","38.8915736652485","43","2706600821780.82","2622983732006.45","-7.9646104111382","1961.29871122172","1900.70680971528","-8.87073122264151","6118.35733018965","6454.34735638183","8443359944658.61","8907027654120.09","4.57031707259465","46.29","471688990","276227000000","371920000000","24.7102943144905","3.1700224412181","83149172934.1043","8.39505299576711","8.53832536302384","26.1606114389267","171609375","25.8875382320968","189408211","26.4130462687842","361017585","8.46351922926811","8.62879449179939","9.02896600706153","9.24592641396093","8.95676649968683","9.29727580761744","67.2654998846254","444386581","67.0363994127259","483880266","67.4772851025428","928266848","8.69493076906234","9.04556174286029","8.35082890619895","8.65140915929873","8.04056953002723","8.21012527705827","7.46206142262821","7.52947217460883","6.57541506253969","6.50274437643","5.83549188685353","5.68352389761793","5.07966895901419","4.90902459663386","4.39068427487283","4.20446677125538","3.64998210184209","3.4436812991621","6.57388867644794","46907459","7.07606235517734","43812493","6.10966862867303","90719952","2.88008080332487","2.67300279903401","1.88014342934106","1.62151614437225","1.209973552482","0.984937867257382","1.10586457002941","0.830211818009394","0.989413800188014","662903415","48.0363267106575","717100970","51.9636732893425","1380004385","5","14.3646408839779","195403","12428","898024053","65.074","0.294168928507531","7","479.924561978838","7.11","481980332","34.926","2.29782759107855"
"IDN","47.489405189876","9.23654353858505","38.2528616512909","63.72","1179530430084.12","1058423838345.14","-2.06954349906437","4312.35308223753","3869.58842704537","-3.10714219034654","11444.9606828103","12073.461509431","3130467088164.9","3302376910063.7","-0.456130066019227","66.45","134616083","163306000000","141622000000","28.8096307880554","0.911820557328212","9650926141.69335","8.51625144618314","8.78080440125337","25.9360062932775","34627215","25.4976040780597","36313890","26.3683226970828","70941104","8.75284671283456","9.01210628009972","8.22850591904202","8.57541201572975","8.32828740106458","8.71931346653721","67.8014803219093","91873585","67.6507277747277","93579479","67.9501397425857","185453064","8.120059119731","8.44172420017473","7.56818414771214","7.72603199232088","7.37672614180724","7.2287130570522","7.80759299163747","7.68978905357817","7.20677679650701","7.183906232758","6.62482283520228","6.65788295971283","5.85177462281423","5.81473960011621","4.90400996246404","4.74897660514783","3.86249375578768","3.73906257518769","6.26251338481323","9304960","6.85166814721261","7824492","5.68153756033141","17129453","2.63309450202996","2.58533713357631","1.85963246330642","1.51908763671547","1.24075002415214","0.923570835884534","1.11819115772409","0.653541954155097","1.06517898587775","135805760","49.6504687615261","137717861","50.3495312384739","273523621","6","20.3478260869565","10134","13037","118597107","43.359","-0.436439683580507","6","1877.58555594729","4.11","154926514","56.641","2.23010935628228"
"IRN","45.5795859636124","9.55635977307577","36.0232261905366","37.77","499220291211.401","191718271483.759","1.66179375961026","5943.59733025937","2282.55186460415","0.355741629567333","12433.2969754764","13116.0723596195","1044309328496.23","1101657649246.12","33.2009019933474","42.42","26813322","54243000000","38757000000","48.508678531393","0.693726262868309","1330000000","8.95587969252136","9.22764463252875","24.7446961291953","10117975","24.3310934708511","10665826","25.1502638415601","20783801","8.08375524687091","8.41037034025754","7.29145853145881","7.5122488687738","6.49336879875113","6.67260401157261","68.6909492843262","28763448","69.1685976523924","28932109","68.2225806836503","57695557","6.62521585241749","6.60520463796729","8.18629333632034","7.97588572416516","10.2318344359985","9.9316159159578","9.98529333504583","9.71601007592693","7.74413870614005","7.71298973132827","6.14710796296519","6.14983736950641","5.52342676715945","5.47435572089175","4.45052100723858","4.3060401751483","3.78139745035578","3.6780373211858","6.56435458647845","2703124","6.50030887675655","2810471","6.6271554747896","5513595","2.73155554634273","2.66156195542931","1.77486122429084","1.67403839701025","1.04645843562995","1.11166875736853","0.947433670493032","1.17988636498151","1.29302669121629","41584547","49.5095665942356","42408406","50.4904334057644","83992953","6","5.59440559440559","800025","134767","20264140","24.126","-0.68918612866761","6","2421.98890185466","10.96","63728813","75.874","1.93164307865068"
"IRQ","69.9422367552804","5.85065161736325","64.0915851379172","35.66","198178215337.416","167224432560.319","-10.3650901764239","4927.04830769522","4157.48449469489","-12.3990520381389","9255.25690289807","9763.50999133341","372269598542.588","392712809916.938","-15.4176232601777","41.34","10356947","39345000000","43297000000","49.4198118867532","0.385350388178212","644400000","13.1507332721696","13.597092963682","37.7137463856355","7372881","37.1154445883343","7796530","38.2975489761211","15169413","12.7985209963893","13.2009298853735","11.1661903197754","11.4995261270655","10.1827032591692","10.4569860227378","58.8435231998176","11724214","59.0202683399846","11944123","58.6710543753842","23668338","9.35550831939531","9.53652702176043","8.28971959088283","8.44389304176517","7.22278813323618","7.33171861880015","6.11245310468682","6.19959113416012","5.34198686364901","5.34855523033997","4.51173625610221","4.37355196623128","3.67780575870041","3.361904231395","2.49620369776073","2.11365405399351","1.82936335640186","1.50467305420071","3.44273041454691","767630","3.86428707168108","617125","3.03139664849474","1384752","1.71149613196256","1.3886240433509","0.89788809057261","0.754414357008903","0.679339885148171","0.524733102011428","0.57556296399774","0.363625146123511","2.29530432997508","19864725","49.3870930906513","20357778","50.6129069093487","40222503","6","26.4437689969605","270392","333418","11707564","29.107","1.55936839656753","6","17.8755658244341","13.74","28514939","70.893","2.59903771391135"
"IRL","54.8232359943845","22.5700470632944","32.2531889310901","57.75","406056411411.565","418621818482.305","3.41781552662215","81297.0669473559","83812.8029661508","2.16753996129368","89688.9569584859","93612.1659106094","447971585855.516","467566931765.702","-0.465553638410157","61.38","2427093","178732000000","97969000000","66.0980837079079","0.0879286497415995","368088512.51522","6.11688083437934","6.59065681793984","20.8322717914466","506948","20.1560700871565","533565","21.5181110482432","1040514","7.01486900786544","7.50072715064236","7.02432024491172","7.42672707966104","6.15987390843239","6.48108449674037","64.5897776857887","1623163","64.5363846484562","1602917","64.643875678249","3226081","5.75190221227318","5.98307299368633","5.4879512814872","5.7600121402542","6.27461594797717","6.32023428732506","7.96546236457081","7.62539320186559","8.16200787710335","7.85730632398732","7.4707001597058","7.42117911403068","6.30610666545476","6.33932581611186","5.85590603781219","5.83890747502702","5.10185819363936","5.01735982922056","14.5779505227647","385002","15.3075452643873","343129","13.8380132735078","728128","4.72754898857687","4.62557555044182","4.06371018565849","3.90658368106704","2.81421643011092","2.6060344732635","3.70206966004101","2.69981956873542","1.21632299788168","2515113","50.3554014787164","2479611","49.6445985212836","4994724","8","22.5","9070","5","1815432","36.347","0.536294411812835","5","115599.180255005","5.92","3179292","63.653","1.60671569932537"
"IMN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.522342171357118",NA,NA,NA,NA,"85032",NA,NA,NA,NA,"40052","47.102","0.177426857985677",NA,"12995.1077241509",NA,"44980","52.898","0.83047313931109"
"ISR","67.3438929800863","20.7746524903046","46.5692404897817","59.31","311691762137.654","401953804837.087","-2.43998591588895","33817.4182358118","43610.5203308148","-4.16426699676232","38341.3075704083","41854.9341515478","353387997745.697","385772742581.401","0.820738013812957","62.18","4136200","49627000000","69901000000","29.7367504826693","0.275330146569591","1106700000","9.50452497847001","10.088537521149","27.8284704527219","1248510","26.9692811191179","1316413","28.6955066447824","2564922","9.21230595405463","9.81333608163381","8.25245018659326","8.79363304199956","7.47026284990836","7.95451934104854","59.7571842757265","2748169","59.3636829533995","2759587","60.1541926553991","5507760","6.98924236513393","7.43064777488634","6.43765135399722","6.80413275684017","6.42458614572676","6.62479686600898","6.41294706934497","6.47008890427071","6.28735545463245","6.27499206729994","5.76226289407244","5.71003526598744","4.87732505502109","4.76967083298806","4.47262562841812","4.26012106913531","4.2294241371442","3.85518777693364","12.4143452715517","632699","13.6670359274826","511522","11.1503006998185","1144218","4.32718317790029","3.84309432636115","3.54867618157327","3.12022630768849","2.15743851991432","1.79122340456399","3.63373804809469","2.39575666120488","1.78321064217074","4629378","50.2270626411451","4587522","49.7729373588549","9216900","6","27.5","1898","398","683249","7.413","0.629861839446384","6","12349.3799433649","4.61","8533651","92.587","1.87613154654806"
"ITA","56.9592202950824","36.5744703135709","20.3847499815114","43.89","1959439492411.7","1886445268340.71","-8.87114634766792","32901.8829242099","31676.2020987349","-8.60327468998545","38992.1483807498","41839.9910228994","2322139301486.58","2491739787697.55","1.19667096259563","48.4","25080671","496108000000","422879000000","48.715274989575","0.514790561168943","9711242183.03609","3.63396485629254","4.06719269237008","12.9872905260916","3752950","12.2812833621652","3981502","13.7313396330729","7734454","4.17601114849316","4.6699634567549","4.47130735737952","4.99418348394789","4.48566071354263","5.04269606431883","63.710816474514","18976158","62.0982305274064","18966196","65.4103025964133","37942354","4.56396434733343","5.18578456725172","4.95002224560691","5.5209089696979","5.3588527603844","5.78501225892966","5.82981883472989","6.19705836643287","6.75814865622384","7.107645037108","7.83890512483149","8.15643871936435","8.01886197966787","8.22232696310602","7.68454772084788","7.72778467086027","6.60944814423805","6.46464697934368","23.3018929993944","7829183","25.6204861104284","6048034","20.8583577705139","13877215","5.96856901874004","5.7056039486747","5.81817949740561","5.39022631674153","4.68921534975564","4.01635316587814","9.1445222445271","5.74617433921949","-0.293517052809649","30558291","51.3118839212073","28995732","48.6881160787927","59554023","5","35.7142857142857","128033","72","17247441","28.961","-1.33431266418","8","20637.1952403618","9.31","42306582","71.039","0.133919872109161"
"JAM","48.0076533940193","13.4357751185721","34.5718782754472","58.8","12904621963.6359","13812421803.4084","-10.2","4357.96026073418","4664.52915035973","-10.590719450918","8741.55044328036","9221.59330509648","25885138252.1745","27306622452.9128","3.78642602772983","64.2","1457011","1126000000","4466000000","40.4852970723796","21.4027153679018","2956233323.9975","7.57059912036044","8.02277563023895","23.3581557541334","339232","22.7440463419867","352439","23.9812988342051","691673","7.68243134520489","8.1231402771153","7.49101587642137","7.83538292685084","7.86942179789745","8.32475414063707","67.5640718676117","1013924","67.9792426517915","986761","67.142996146678","2000681","8.59029714653508","9.05282310441802","8.39807712937138","8.78221279890803","7.71253486376314","7.99242808277668","7.26151845097618","6.9800720039792","6.33923782450118","5.71711050521862","6.27192394335979","5.80488704384268","5.97712400772366","5.58741896830587","5.10304923836087","4.97774626592481","4.45605824930272","3.92354323266703","9.07777237825492","138364","9.27671100622184","130441","8.87570501911691","268807","3.09637148680541","3.00978266120774","2.4231656296932","2.35275145426672","1.70128459558035","1.59406276770994","2.05588929414289","1.91910813593252","0.436048924264813","1491520","50.3694328001753","1469641","49.6305671998247","2961161","6","28.5714285714286","32","2518","1293702","43.689","-0.307326128499859","5","160.410055380305","8.4","1667459","56.311","1.01662935138614"
